patient_id,split
27327,train
379,train
17128,train
19894,train
16398,train
24775,train
12180,train
1248,train
18690,train
24560,train
15856,train
22106,train
21296,train
12214,train
6611,train
6330,train
19333,train
17658,train
4740,train
7746,train
25541,train
19456,train
22399,train
27866,train
1631,train
21015,train
17119,train
7838,train
12649,train
18524,train
5756,train
13283,train
25629,train
24677,train
5983,train
27347,train
26290,train
9743,train
27816,train
11208,train
19109,train
21994,train
3409,train
12076,train
27466,train
27519,train
3819,train
16656,train
22471,train
2300,train
17965,train
15229,train
3028,train
7795,train
9160,train
4111,train
25655,train
7161,train
18494,train
28097,train
6212,train
15099,train
24920,train
6500,train
13259,train
29800,train
11442,train
21574,train
21384,train
22853,train
27744,train
503,train
6972,train
21037,train
12606,train
18866,train
28793,train
3403,train
19882,train
17186,train
19673,train
24898,train
10343,train
10401,train
13264,train
27533,train
15315,train
10710,train
23011,train
17272,train
6053,train
21454,train
3923,train
5738,train
9682,train
27353,train
28617,train
21768,train
17552,train
22836,train
30126,train
6403,train
11767,train
23827,train
26218,train
22406,train
10327,train
3846,train
9314,train
25304,train
17922,train
23104,train
11925,train
19633,train
28206,train
27678,train
9578,train
12215,train
4524,train
2329,train
19727,train
2922,train
21011,train
22245,train
2813,train
5239,train
7262,train
8000,train
30084,train
18151,train
10360,train
6736,train
17692,train
2592,train
4711,train
25296,train
6253,train
2409,train
18068,train
13414,train
11271,train
29038,train
29285,train
897,train
23315,train
10680,train
9458,train
23832,train
20028,train
7697,train
15815,train
28495,train
7787,train
19365,train
20307,train
26650,train
11257,train
18446,train
24105,train
18057,train
9498,train
24351,train
5965,train
10131,train
14575,train
23298,train
3792,train
5616,train
9272,train
5905,train
443,train
9137,train
22917,train
30366,train
11374,train
16931,train
1339,train
10588,train
16769,train
8815,train
24196,train
2059,train
7364,train
19857,train
13388,train
17836,train
3622,train
23606,train
19596,train
25869,train
25098,train
2574,train
20315,train
6017,train
16265,train
1304,train
23659,train
3354,train
4276,train
20537,train
24891,train
4217,train
12341,train
11433,train
14079,train
20043,train
11643,train
19152,train
3465,train
10685,train
24699,train
23906,train
4146,train
9255,train
8205,train
22599,train
7204,train
2245,train
17273,train
28934,train
23347,train
13222,train
22611,train
14614,train
29263,train
28905,train
23498,train
6163,train
5207,train
19340,train
21278,train
23164,train
27444,train
22701,train
17626,train
8008,train
23671,train
6760,train
2448,train
12454,train
5360,train
15372,train
19249,train
30587,train
24147,train
23704,train
3949,train
19895,train
22099,train
9770,train
13876,train
13387,train
22633,train
19835,train
28301,train
12575,train
932,train
8876,train
17561,train
29443,train
776,train
5781,train
16670,train
26084,train
3518,train
24520,train
27694,train
3813,train
824,train
8952,train
8911,train
13168,train
30073,train
14081,train
14786,train
1125,train
19779,train
18741,train
25524,train
13557,train
3690,train
22560,train
26994,train
21706,train
8556,train
7235,train
23029,train
10015,train
8901,train
14343,train
25252,train
26575,train
21371,train
6668,train
12938,train
7819,train
21716,train
20739,train
8501,train
8669,train
24823,train
6148,train
24938,train
26646,train
29989,train
1613,train
2485,train
4397,train
9712,train
29984,train
27128,train
21433,train
14823,train
24648,train
29382,train
25408,train
14422,train
5864,train
2871,train
24251,train
19027,train
25496,train
1759,train
3226,train
894,train
20095,train
24220,train
1225,train
18094,train
29749,train
6602,train
6928,train
16134,train
19752,train
14420,train
14895,train
8293,train
26482,train
16210,train
1608,train
29822,train
20217,train
29723,train
21628,train
10864,train
1334,train
16736,train
14361,train
21423,train
18045,train
6612,train
6107,train
2028,train
29189,train
3979,train
13191,train
16723,train
16162,train
18136,train
24867,train
14390,train
23213,train
4601,train
14829,train
20458,train
15450,train
18281,train
28931,train
10779,train
16753,train
14211,train
2254,train
26186,train
17088,train
4834,train
11585,train
24197,train
4392,train
18148,train
16745,train
4709,train
10532,train
13251,train
5799,train
14439,train
29602,train
10981,train
2534,train
15646,train
20394,train
3304,train
30214,train
25324,train
9375,train
4576,train
16833,train
6189,train
19391,train
3678,train
8388,train
13783,train
12351,train
6839,train
7089,train
30263,train
2433,train
13279,train
11806,train
21593,train
2655,train
192,train
26133,train
6495,train
28500,train
13383,train
6885,train
16412,train
18785,train
4171,train
7691,train
17423,train
27393,train
27,train
26452,train
23741,train
19685,train
3497,train
3730,train
19642,train
29447,train
21640,train
20009,train
27165,train
6957,train
25703,train
2473,train
474,train
11837,train
27552,train
28803,train
19153,train
654,train
6435,train
4894,train
4202,train
25959,train
29999,train
30759,train
6862,train
3261,train
10637,train
8982,train
18966,train
796,train
14181,train
19884,train
20661,train
17772,train
4639,train
2650,train
392,train
3129,train
21791,train
13516,train
28276,train
22827,train
2357,train
17464,train
9225,train
5007,train
16193,train
928,train
11923,train
23002,train
3976,train
1468,train
14706,train
7520,train
12211,train
13733,train
4589,train
3085,train
9942,train
22299,train
6312,train
29308,train
14087,train
25895,train
6604,train
14462,train
12133,train
29908,train
6359,train
4681,train
4689,train
11714,train
20399,train
13711,train
29914,train
26736,train
3839,train
26751,train
26668,train
10164,train
5831,train
27520,train
25973,train
22094,train
19516,train
16804,train
11261,train
7301,train
5374,train
16928,train
16386,train
15658,train
16079,train
3658,train
20548,train
2555,train
16399,train
8652,train
22078,train
21098,train
