patient_id,split
19042,train
15972,train
8068,train
3972,train
17535,train
26962,train
23626,train
20547,train
19390,train
4416,train
6946,train
21522,train
5730,train
26494,train
10259,train
1043,train
17996,train
3003,train
22997,train
16138,train
12128,train
15354,train
30611,train
9775,train
10450,train
24138,train
29329,train
22142,train
18075,train
27941,train
11098,train
15193,train
9201,train
12427,train
3531,train
29992,train
25265,train
9685,train
7773,train
29432,train
15078,train
8780,train
5970,train
22965,train
23620,train
19051,train
11867,train
17458,train
15476,train
16221,train
11593,train
14629,train
1475,train
28876,train
8516,train
14702,train
21763,train
17114,train
19605,train
30350,train
18503,train
2005,train
23940,train
25344,train
22649,train
18208,train
13163,train
25995,train
22059,train
19530,train
2848,train
10961,train
6194,train
7833,train
7314,train
13357,train
27957,train
27609,train
25709,train
27643,train
13914,train
5947,train
19695,train
17424,train
6669,train
27847,train
8182,train
25553,train
26122,train
5452,train
21928,train
8077,train
14736,train
24498,train
22166,train
13946,train
27587,train
11119,train
23112,train
9289,train
5001,train
27508,train
6507,train
25852,train
25784,train
8591,train
17656,train
25968,train
21915,train
8859,train
1894,train
23541,train
13734,train
604,train
4506,train
30353,train
5197,train
10414,train
16001,train
2292,train
12543,train
30007,train
9972,train
23704,train
8751,train
21294,train
3395,train
25380,train
14504,train
4295,train
20429,train
6522,train
11614,train
19285,train
11605,train
13143,train
15753,train
19826,train
827,train
3861,train
20036,train
21798,train
3567,train
6987,train
8087,train
14749,train
17420,train
11280,train
5009,train
9540,train
20671,train
29607,train
8315,train
560,train
3659,train
11255,train
13288,train
3672,train
13264,train
9244,train
23171,train
7226,train
9398,train
17700,train
23068,train
14236,train
5105,train
8220,train
27237,train
554,train
19760,train
27915,train
20859,train
1443,train
766,train
21380,train
19663,train
22804,train
28905,train
28787,train
7303,train
459,train
12587,train
2615,train
12733,train
7149,train
266,train
23310,train
29610,train
1222,train
5356,train
23814,train
7112,train
7213,train
29941,train
17659,train
11860,train
21266,train
3577,train
24956,train
16253,train
30032,train
2372,train
15807,train
28902,train
11609,train
145,train
16,train
854,train
5911,train
25659,train
23271,train
23858,train
23694,train
22718,train
23141,train
23051,train
2074,train
304,train
28451,train
7627,train
13067,train
17227,train
18908,train
20436,train
22680,train
27991,train
6443,train
22326,train
9259,train
3010,train
18990,train
30013,train
2683,train
9102,train
16846,train
15896,train
6392,train
22441,train
14024,train
7334,train
12925,train
11554,train
17384,train
5191,train
15161,train
9731,train
5983,train
7677,train
17883,train
29780,train
4337,train
1180,train
21737,train
29312,train
4588,train
14250,train
3798,train
21267,train
25425,train
474,train
11049,train
2611,train
18578,train
22145,train
2062,train
15363,train
9571,train
14193,train
14954,train
16081,train
11902,train
14574,train
25381,train
22288,train
26875,train
6070,train
6514,train
28930,train
12576,train
21438,train
7834,train
8271,train
13177,train
25324,train
24685,train
5853,train
22031,train
19742,train
23930,train
27909,train
15659,train
3013,train
15971,train
26153,train
13735,train
19721,train
12191,train
3205,train
822,train
22434,train
21078,train
19260,train
20458,train
22533,train
9678,train
30647,train
7064,train
537,train
29585,train
17756,train
1892,train
6120,train
13251,train
26014,train
26159,train
21895,train
17774,train
17517,train
2565,train
21280,train
8287,train
3893,train
5921,train
24525,train
19751,train
13785,train
14685,train
26177,train
8069,train
20995,train
21648,train
19223,train
5985,train
30219,train
20125,train
25254,train
15428,train
20840,train
17310,train
25256,train
18037,train
26111,train
22314,train
5779,train
15026,train
23708,train
26688,train
17803,train
24154,train
24838,train
30117,train
21591,train
10755,train
17205,train
2618,train
27200,train
3286,train
29309,train
9666,train
21408,train
18533,train
19809,train
21114,train
4714,train
9532,train
11467,train
1270,train
18585,train
9555,train
18801,train
10140,train
7125,train
1684,train
178,train
13492,train
20876,train
26491,train
25564,train
12455,train
23853,train
16435,train
223,train
17015,train
